Subsidies Claimed,Government Schemes Accessed,Program Name,Scheme Enrollment Status,Vaccination Status,Health Insurance Linked,Consent Given for Data Sharing,Data Breach Status,Breach Date
27429.97561042555,MGNREGA,Other,Not Enrolled,Vaccinated,No,Yes,No,
107420.16256590652,Other,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,No,No,
14268.690055850446,Other,LPG Subsidy,Not Enrolled,Not Vaccinated,No,No,No,
18875.00976486196,Other,Other,Enrolled,Vaccinated,Yes,Yes,No,
61209.73516905234,PDS,Other,Not Enrolled,Vaccinated,No,No,No,
77500.21423648785,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,Yes,Yes,2011-11-10
-485.5561116915924,Other,LPG Subsidy,Not Enrolled,Not Vaccinated,No,Yes,No,
4318.89651412927,PDS,Other,Enrolled,Vaccinated,No,Yes,Yes,2023-07-16
29391.118857131234,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,Yes,2024-07-27
-37394.10851372862,Other,LPG Subsidy,Not Enrolled,Not Vaccinated,No,No,No,
74410.79860225353,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,No,Yes,Yes,2012-04-15
161385.38394748606,MGNREGA,Other,Not Enrolled,Vaccinated,No,Yes,No,
56949.59921950103,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,No,No,Yes,2020-12-11
153944.35027169326,PDS,LPG Subsidy,Enrolled,Vaccinated,No,Yes,No,
31135.861261823524,PDS,Other,Not Enrolled,Vaccinated,Yes,Yes,No,
-63922.98879024079,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,No,
128649.39432189228,PDS,Other,Enrolled,Not Vaccinated,No,Yes,No,
-53054.722146429034,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,No,
-145779.94690983696,Other,Direct Benefit Transfer,Enrolled,Not Vaccinated,No,No,Yes,2019-01-19
68152.30471836163,MGNREGA,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,No,No,Yes,2017-08-03
112613.73873047667,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,No,Yes,2020-07-20
44486.365661794865,PDS,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,No,No,Yes,2019-03-18
163064.28770445773,Other,Direct Benefit Transfer,Enrolled,Not Vaccinated,No,Yes,Yes,2019-10-06
47814.809037701896,MGNREGA,Direct Benefit Transfer,Enrolled,Not Vaccinated,Yes,Yes,Yes,2022-07-27
-10421.28192341866,PDS,LPG Subsidy,Enrolled,Vaccinated,No,Yes,No,
61538.39781000487,MGNREGA,Other,Not Enrolled,Vaccinated,No,Yes,No,
18750.40397414438,Other,LPG Subsidy,Not Enrolled,Vaccinated,No,No,Yes,2016-08-22
25894.82275055602,Other,Other,Enrolled,Vaccinated,No,No,No,
39979.0499834874,PDS,Other,Not Enrolled,Vaccinated,Yes,No,Yes,2016-07-18
60205.71220122275,Other,LPG Subsidy,Not Enrolled,Not Vaccinated,No,Yes,No,
42735.23524761714,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,No,
-40533.68192847157,MGNREGA,Other,Not Enrolled,Not Vaccinated,Yes,Yes,No,
-703.0364105032913,Other,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,No,
-76400.16545603506,MGNREGA,Other,Enrolled,Vaccinated,No,No,Yes,2013-06-19
13149.549931301157,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,No,No,No,
41498.605586558544,Other,LPG Subsidy,Enrolled,Vaccinated,Yes,No,Yes,2021-08-18
87314.9718256272,PDS,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,Yes,2021-01-06
-63684.999169509305,MGNREGA,Other,Not Enrolled,Not Vaccinated,Yes,Yes,Yes,2021-11-30
47294.591424511396,PDS,Other,Enrolled,Vaccinated,No,Yes,No,
-21793.56033738824,Other,Other,Enrolled,Vaccinated,No,No,Yes,2011-08-01
-25668.782815811268,Other,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,Yes,2024-06-11
103259.09506601155,PDS,LPG Subsidy,Enrolled,Vaccinated,Yes,Yes,No,
-25996.59782899145,MGNREGA,Direct Benefit Transfer,Enrolled,Not Vaccinated,No,No,No,
-17124.70994759087,PDS,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,Yes,2014-04-21
21125.562906687275,Other,Other,Enrolled,Not Vaccinated,No,No,No,
60840.249967308824,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,Yes,2022-07-12
49139.87624847173,PDS,Other,Enrolled,Vaccinated,No,Yes,No,
-54005.33965603459,Other,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,No,
-33555.02123735084,PDS,Other,Enrolled,Vaccinated,No,No,Yes,2022-09-26
164102.97966914438,PDS,Other,Not Enrolled,Vaccinated,No,Yes,No,
-82048.59053792669,Other,Other,Enrolled,Vaccinated,No,No,Yes,2014-09-04
39072.51102713274,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,No,No,Yes,2020-03-25
20019.62289321664,PDS,LPG Subsidy,Enrolled,Vaccinated,No,Yes,No,
58763.48216256339,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,No,
69093.61640178804,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,No,No,Yes,2017-04-10
33135.29032577659,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,Yes,2014-05-13
28358.445393997805,MGNREGA,Direct Benefit Transfer,Enrolled,Not Vaccinated,No,No,No,
46456.554368475525,PDS,Other,Enrolled,Vaccinated,No,Yes,No,
45793.559280158195,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,No,
78605.20591085876,PDS,Other,Not Enrolled,Vaccinated,Yes,No,Yes,2017-09-29
47055.60323727071,MGNREGA,LPG Subsidy,Not Enrolled,Not Vaccinated,No,Yes,Yes,2023-03-07
34174.016409798394,PDS,Other,Enrolled,Vaccinated,No,No,No,
34066.04139006977,PDS,LPG Subsidy,Not Enrolled,Vaccinated,No,No,No,
40570.70635399355,MGNREGA,Other,Not Enrolled,Not Vaccinated,No,No,Yes,2019-07-16
46372.16419203739,MGNREGA,LPG Subsidy,Enrolled,Not Vaccinated,Yes,Yes,No,
-27710.791194337806,Other,Other,Not Enrolled,Vaccinated,No,No,No,
20343.91150268392,PDS,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,Yes,2020-12-22
-9300.1552502019,PDS,Other,Enrolled,Vaccinated,No,Yes,Yes,2021-10-18
-47294.6694051865,Other,LPG Subsidy,Not Enrolled,Not Vaccinated,Yes,Yes,Yes,2017-10-11
-1382.5844766962582,Other,LPG Subsidy,Not Enrolled,Vaccinated,Yes,Yes,Yes,2016-08-12
-82888.52548574898,Other,LPG Subsidy,Enrolled,Vaccinated,No,Yes,No,
67415.74295624718,PDS,LPG Subsidy,Enrolled,Vaccinated,No,Yes,Yes,2023-09-29
35569.560346710874,PDS,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,Yes,Yes,No,
72989.65301513649,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,Yes,2011-11-27
-105821.85716946462,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,No,
30492.06127605235,PDS,Other,Enrolled,Vaccinated,No,Yes,Yes,2010-08-27
27655.024958637947,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,No,No,Yes,2016-01-15
-13094.720380046667,PDS,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,No,No,Yes,2019-11-23
-27657.27942976277,MGNREGA,Other,Not Enrolled,Not Vaccinated,No,Yes,Yes,2015-03-15
44394.033996758735,Other,Other,Enrolled,Vaccinated,No,No,No,
-120835.74671079229,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,Yes,Yes,Yes,2018-04-24
57329.94905124269,PDS,Other,Not Enrolled,Vaccinated,No,Yes,No,
18457.24850511573,MGNREGA,Other,Not Enrolled,Not Vaccinated,No,Yes,No,
-5973.83408851407,MGNREGA,LPG Subsidy,Enrolled,Not Vaccinated,No,Yes,Yes,2012-02-25
13538.63664234411,Other,Other,Enrolled,Vaccinated,No,No,No,
43460.38804070702,MGNREGA,Other,Not Enrolled,Vaccinated,No,No,Yes,2022-01-29
-65145.14168579008,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,No,Yes,Yes,2012-05-16
31499.64848886306,PDS,Direct Benefit Transfer,Enrolled,Not Vaccinated,No,Yes,Yes,2020-10-11
84211.45931122902,Other,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,No,
202580.35158244814,PDS,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,Yes,2021-01-18
78069.51347502592,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,No,No,Yes,2014-12-07
160150.38003359412,PDS,Other,Not Enrolled,Not Vaccinated,No,No,Yes,2023-03-03
-9849.26750947575,PDS,Other,Not Enrolled,Not Vaccinated,No,No,Yes,2012-12-20
120734.82761881931,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,No,No,
-65210.647466049064,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,Yes,2014-11-16
9771.039134953604,PDS,Other,Not Enrolled,Vaccinated,No,No,Yes,2023-06-26
33874.5816968981,MGNREGA,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,Yes,Yes,No,
1536.4314537912014,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,No,
-77811.32723370414,MGNREGA,Other,Enrolled,Not Vaccinated,Yes,No,Yes,2010-09-11
52220.15533741433,PDS,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,No,Yes,Yes,2019-02-20
-6442.885760079294,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,Yes,Yes,2024-12-06
-16055.44268929533,Other,Other,Not Enrolled,Vaccinated,No,No,No,
42096.027181614,MGNREGA,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,No,Yes,No,
72364.9290822259,Other,LPG Subsidy,Not Enrolled,Vaccinated,Yes,Yes,No,
6455.183704556477,PDS,Other,Enrolled,Not Vaccinated,No,Yes,Yes,2013-07-09
10038.79464930858,MGNREGA,Other,Not Enrolled,Vaccinated,No,Yes,No,
1491.476245551612,PDS,LPG Subsidy,Not Enrolled,Vaccinated,Yes,Yes,Yes,2018-10-16
-24568.307720149183,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,Yes,2017-09-23
128239.46382633004,Other,LPG Subsidy,Enrolled,Vaccinated,No,Yes,No,
24316.771054597106,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,Yes,2017-11-16
43264.514631214835,MGNREGA,Other,Not Enrolled,Not Vaccinated,No,No,Yes,2024-03-30
79495.04419994914,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,No,
35319.14949122118,PDS,Direct Benefit Transfer,Enrolled,Not Vaccinated,No,No,Yes,2016-02-15
-36131.259409565864,MGNREGA,LPG Subsidy,Not Enrolled,Not Vaccinated,No,Yes,Yes,2011-07-31
-18962.215911418487,PDS,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,Yes,2017-06-26
14679.352223238082,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,Yes,Yes,Yes,2016-05-01
-53853.98628568473,Other,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,No,Yes,Yes,2024-11-07
27138.90532090328,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,Yes,2010-03-07
115378.32847660265,Other,LPG Subsidy,Not Enrolled,Vaccinated,Yes,No,No,
-21600.71497983403,PDS,Direct Benefit Transfer,Enrolled,Not Vaccinated,No,No,Yes,2023-04-10
39842.84593576117,MGNREGA,LPG Subsidy,Not Enrolled,Not Vaccinated,No,No,Yes,2014-01-24
-9600.482698240063,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,Yes,2020-12-27
42779.79117296837,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,No,No,
62314.29822634129,Other,Direct Benefit Transfer,Enrolled,Not Vaccinated,Yes,No,Yes,2017-06-18
-4645.203606689538,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,Yes,2014-01-15
111490.80700929197,Other,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,No,
-3048.8523132622013,Other,LPG Subsidy,Not Enrolled,Vaccinated,Yes,Yes,Yes,2020-05-17
107338.54177842979,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,No,Yes,No,
-44411.59382243072,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,No,Yes,2019-10-12
20447.0914235746,Other,Other,Not Enrolled,Vaccinated,Yes,Yes,Yes,2021-02-03
42898.983626080386,MGNREGA,Direct Benefit Transfer,Enrolled,Not Vaccinated,Yes,No,Yes,2011-10-19
29286.426587543378,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,Yes,Yes,2021-11-26
22221.70376292037,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,Yes,No,No,
149694.12789191585,MGNREGA,Direct Benefit Transfer,Enrolled,Not Vaccinated,No,Yes,Yes,2022-06-30
57631.805733431655,MGNREGA,Other,Not Enrolled,Vaccinated,Yes,No,No,
10616.753176476015,PDS,LPG Subsidy,Not Enrolled,Not Vaccinated,No,Yes,Yes,2022-05-25
-67173.94377245632,Other,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,Yes,Yes,Yes,2013-09-25
14698.684237214988,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,No,Yes,2012-07-01
60087.572759728035,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,No,Yes,No,
50732.73539281782,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,No,No,No,
-27875.30467688597,Other,Other,Not Enrolled,Vaccinated,No,Yes,No,
84098.23576108302,MGNREGA,Other,Not Enrolled,Vaccinated,No,No,No,
154784.0247898534,Other,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,Yes,2019-08-15
116931.17445514747,PDS,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,No,No,No,
126648.48951678407,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,No,No,No,
22410.175554627516,PDS,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,Yes,No,
-56753.89011354683,Other,LPG Subsidy,Enrolled,Vaccinated,No,No,No,
-3050.0053668704677,PDS,Other,Enrolled,Not Vaccinated,Yes,No,No,
-43000.659593095785,Other,Other,Enrolled,Vaccinated,No,Yes,No,
-117753.0020018053,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,Yes,2018-12-07
75244.44900156453,Other,LPG Subsidy,Not Enrolled,Vaccinated,No,No,No,
-84407.01859438609,PDS,LPG Subsidy,Not Enrolled,Not Vaccinated,No,Yes,No,
-162660.25614368933,Other,Other,Enrolled,Not Vaccinated,No,Yes,Yes,2020-06-26
2376.075942266001,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,No,
42608.816971361535,Other,Other,Enrolled,Not Vaccinated,Yes,Yes,No,
-12027.824284220791,PDS,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,Yes,Yes,2013-12-18
67763.99599418555,PDS,Other,Not Enrolled,Vaccinated,No,No,Yes,2016-11-09
252419.78598904828,MGNREGA,Other,Not Enrolled,Vaccinated,No,Yes,Yes,2018-08-17
22341.68358488073,Other,LPG Subsidy,Enrolled,Not Vaccinated,Yes,No,No,
2134.1404593984516,PDS,Other,Not Enrolled,Not Vaccinated,No,Yes,No,
31606.336171712148,PDS,LPG Subsidy,Not Enrolled,Not Vaccinated,Yes,No,Yes,2020-12-07
33251.90124099082,MGNREGA,Direct Benefit Transfer,Enrolled,Not Vaccinated,No,No,No,
171997.27999370752,PDS,Other,Enrolled,Not Vaccinated,Yes,Yes,No,
98971.67364837068,PDS,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,Yes,2015-07-22
43458.81582119108,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,No,
31452.21146763731,MGNREGA,Other,Not Enrolled,Not Vaccinated,No,Yes,Yes,2021-11-15
64252.21277015585,Other,Other,Not Enrolled,Vaccinated,Yes,No,Yes,2024-04-15
8268.000239142697,Other,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,Yes,2023-08-12
51124.279688988936,Other,LPG Subsidy,Not Enrolled,Vaccinated,Yes,No,No,
8613.961947702526,PDS,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,No,
157621.0830208771,PDS,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,Yes,2012-01-04
64455.70764081039,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,No,No,No,
79602.09661409735,PDS,Other,Enrolled,Vaccinated,Yes,No,No,
-5110.505661073366,MGNREGA,Other,Not Enrolled,Vaccinated,No,Yes,Yes,2015-10-27
54505.368321925824,PDS,Other,Not Enrolled,Vaccinated,No,Yes,Yes,2012-07-13
-235466.33529604934,PDS,LPG Subsidy,Not Enrolled,Vaccinated,Yes,Yes,No,
45729.60207429355,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,Yes,No,No,
83120.79412316193,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,Yes,2018-11-20
-15688.167978988611,PDS,Other,Not Enrolled,Vaccinated,No,Yes,Yes,2012-12-20
38826.649087733516,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,No,
53367.588806970685,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,Yes,No,
22667.77238697461,Other,LPG Subsidy,Not Enrolled,Vaccinated,No,No,Yes,2015-04-07
-43412.97510166213,PDS,Direct Benefit Transfer,Enrolled,Not Vaccinated,Yes,No,No,
148952.13306150006,Other,LPG Subsidy,Not Enrolled,Vaccinated,Yes,No,No,
-10470.158392062105,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,No,No,Yes,2017-10-30
-132437.21510498098,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,No,
118086.48396456776,Other,Other,Not Enrolled,Vaccinated,No,Yes,Yes,2022-04-24
42018.30199202784,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,No,
-162824.0924600837,MGNREGA,Other,Not Enrolled,Vaccinated,No,Yes,No,
38118.98329892486,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,No,
-87883.85818063996,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,No,Yes,2010-08-03
-58548.896341561805,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,No,No,
63641.84564071822,PDS,Other,Not Enrolled,Vaccinated,No,No,No,
12987.835756280501,Other,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,Yes,2014-01-13
40280.8517081865,MGNREGA,Other,Not Enrolled,Vaccinated,Yes,Yes,No,
38052.13867044789,MGNREGA,Direct Benefit Transfer,Enrolled,Not Vaccinated,Yes,No,Yes,2018-07-15
-43857.15797991527,Other,LPG Subsidy,Not Enrolled,Vaccinated,Yes,Yes,Yes,2012-05-29
68662.35581961647,Other,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,No,No,
30696.198673706283,MGNREGA,Other,Not Enrolled,Not Vaccinated,Yes,No,Yes,2020-06-28
53999.17517268397,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,Yes,2014-09-13
50370.0940771865,PDS,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,Yes,2015-12-28
102764.46731551639,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,No,
-54922.93124161198,MGNREGA,Other,Enrolled,Not Vaccinated,No,Yes,No,
95871.09819312715,Other,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,No,
168565.3593536504,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,No,
-33274.02819433026,PDS,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,No,Yes,2012-11-19
36639.28449762674,MGNREGA,Direct Benefit Transfer,Enrolled,Not Vaccinated,No,No,No,
101197.33328658946,MGNREGA,Other,Enrolled,Vaccinated,No,Yes,No,
35962.336246524355,PDS,LPG Subsidy,Enrolled,Vaccinated,No,Yes,No,
30076.802632268533,Other,Other,Enrolled,Vaccinated,No,No,Yes,2011-12-22
35920.7933907926,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,No,
-42853.56918131963,Other,LPG Subsidy,Enrolled,Vaccinated,No,No,No,
1529.2503417794069,Other,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,No,
300173.55473708967,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,No,Yes,No,
31808.35114126556,PDS,Other,Enrolled,Vaccinated,No,No,Yes,2012-07-02
-130777.09870826165,Other,Other,Not Enrolled,Vaccinated,No,No,Yes,2023-04-27
115746.25755771578,Other,Other,Enrolled,Not Vaccinated,Yes,Yes,No,
-16822.943902664163,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,No,Yes,No,
-59738.940412822194,MGNREGA,LPG Subsidy,Enrolled,Not Vaccinated,Yes,Yes,Yes,2011-01-24
60539.18488112494,MGNREGA,Other,Enrolled,Not Vaccinated,No,Yes,No,
57488.612466958795,Other,Other,Not Enrolled,Vaccinated,No,Yes,Yes,2013-11-29
-24834.174453270956,Other,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,No,Yes,Yes,2016-07-19
62597.495065131494,Other,LPG Subsidy,Not Enrolled,Not Vaccinated,Yes,No,No,
-18821.193269914806,PDS,LPG Subsidy,Enrolled,Vaccinated,Yes,No,No,
-9622.103890482911,PDS,Other,Not Enrolled,Not Vaccinated,No,Yes,No,
17317.567080009394,Other,LPG Subsidy,Enrolled,Vaccinated,No,No,No,
115084.67709404156,MGNREGA,Other,Enrolled,Vaccinated,No,No,Yes,2018-09-16
44614.369378749434,MGNREGA,Other,Enrolled,Vaccinated,No,Yes,No,
38237.664374756125,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,Yes,2020-07-06
43150.99644189459,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,No,No,No,
2156.8445390918005,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,No,
75336.75135097577,Other,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,No,
-37342.1141292925,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,No,
5023.59706839544,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,Yes,2018-06-15
44399.00329749398,PDS,Other,Enrolled,Vaccinated,No,Yes,Yes,2011-10-30
-105976.59761213469,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,Yes,No,
46470.57766416579,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,Yes,2010-05-17
-76467.98077535474,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,No,
81463.37686892212,PDS,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,Yes,No,No,
222161.112980592,PDS,Other,Not Enrolled,Not Vaccinated,Yes,No,No,
32323.19314568135,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,No,
-2417.692023677092,MGNREGA,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,No,Yes,No,
-11971.774096721005,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,Yes,2024-05-17
5461.90841813499,PDS,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,No,Yes,2022-12-29
34331.89815852562,MGNREGA,Other,Enrolled,Not Vaccinated,No,Yes,No,
48178.04188508612,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,Yes,2024-07-24
49654.605069499135,Other,LPG Subsidy,Not Enrolled,Vaccinated,Yes,Yes,No,
72100.04832438056,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,Yes,No,No,
-2268.046948717216,Other,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,Yes,2014-10-08
-2008.5332627754797,Other,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,Yes,No,Yes,2012-04-16
12540.338004338913,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,Yes,2017-08-16
50099.55635454408,MGNREGA,Other,Not Enrolled,Vaccinated,No,Yes,Yes,2012-01-15
199924.88462983977,Other,LPG Subsidy,Enrolled,Vaccinated,Yes,Yes,Yes,2022-11-22
112563.65628069152,MGNREGA,LPG Subsidy,Not Enrolled,Not Vaccinated,No,No,No,
-79862.57031138467,PDS,Other,Enrolled,Vaccinated,No,No,No,
-17139.767841236135,Other,LPG Subsidy,Not Enrolled,Vaccinated,No,No,No,
184133.86840948043,PDS,LPG Subsidy,Enrolled,Not Vaccinated,No,No,Yes,2022-05-14
25203.660284935107,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,Yes,No,Yes,2023-09-09
14783.808069977766,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,No,Yes,Yes,2011-04-12
-48286.74067892837,PDS,Other,Not Enrolled,Vaccinated,Yes,No,Yes,2015-11-18
-14683.164823980318,PDS,Other,Not Enrolled,Vaccinated,Yes,No,No,
-28869.4721670477,PDS,LPG Subsidy,Enrolled,Vaccinated,No,Yes,No,
80725.18664231089,Other,LPG Subsidy,Enrolled,Vaccinated,No,Yes,Yes,2018-08-15
-138065.82407936337,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,No,
19098.295780604494,PDS,Direct Benefit Transfer,Enrolled,Not Vaccinated,No,No,Yes,2015-06-23
42512.221161788475,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,No,No,
30083.07266048622,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,No,Yes,No,
-27073.77401963486,PDS,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,No,
13503.683831914102,PDS,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,Yes,2011-11-25
26195.456800656677,MGNREGA,LPG Subsidy,Not Enrolled,Not Vaccinated,No,Yes,No,
112804.45163346844,Other,Other,Not Enrolled,Not Vaccinated,No,Yes,No,
56592.4883976725,MGNREGA,Other,Not Enrolled,Vaccinated,Yes,Yes,Yes,2018-06-10
34240.85840479184,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,No,
121794.54930256668,PDS,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,No,
84197.6596160684,Other,LPG Subsidy,Enrolled,Vaccinated,Yes,No,Yes,2021-01-04
30308.80697946927,Other,LPG Subsidy,Enrolled,Vaccinated,Yes,Yes,Yes,2010-11-01
41015.99612408741,PDS,LPG Subsidy,Enrolled,Not Vaccinated,Yes,No,No,
34190.48315600281,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,No,
17361.528112650984,Other,Direct Benefit Transfer,Enrolled,Not Vaccinated,Yes,No,Yes,2014-04-13
-168579.94679606083,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,Yes,Yes,2024-04-03
5573.189837178041,MGNREGA,Direct Benefit Transfer,Enrolled,Not Vaccinated,Yes,No,No,
73119.02428042064,Other,Other,Enrolled,Vaccinated,No,No,Yes,2021-04-01
76250.092384208,PDS,Other,Not Enrolled,Not Vaccinated,No,No,Yes,2012-12-27
-5556.8941313169125,PDS,LPG Subsidy,Not Enrolled,Vaccinated,No,No,No,
33038.42051628056,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,No,Yes,No,
