State,City,Origin State,Religion,Caste,Education Level,Occupation,Household Size,Income Bracket
Odisha,Kumbakonam,Haryana,Hindu,General,Post Graduate,Farmer,-5.207826198898815,Below Poverty Line
Chhattisgarh,Purnia,Tripura,Hindu,General,Doctorate,Teacher,60.076081264948655,Middle Class
Chhattisgarh,Khandwa,Jharkhand,Muslim,OBC,Graduate,Businessman,-4.169074376377618,Lower Middle Class
Tamil Nadu,Ratlam,Madhya Pradesh,Muslim,OBC,Higher Secondary,Farmer,12.400699110081941,Middle Class
Manipur,Faridabad,Sikkim,Hindu,General,Graduate,Daily Wage Worker,17.117753804071363,Below Poverty Line
Haryana,Serampore,West Bengal,Muslim,General,Graduate,Farmer,17.97993204534845,Below Poverty Line
Rajasthan,Sasaram,Meghalaya,Hindu,ST,Higher Secondary,Daily Wage Worker,14.675926747159577,Lower Middle Class
Goa,Medininagar,Tamil Nadu,Hindu,General,Higher Secondary,Businessman,6.065204770593965,Upper Middle Class
Karnataka,Belgaum,Bihar,Muslim,General,Primary,IT Professional,-31.68547775058562,Upper Middle Class
Assam,Varanasi,Rajasthan,Hindu,OBC,Higher Secondary,Engineer,8.448726261103458,Upper Middle Class
Haryana,Gangtok,Bihar,Hindu,General,Higher Secondary,Daily Wage Worker,7.063143552267271,Lower Middle Class
Odisha,Unnao,Telangana,Hindu,General,Graduate,Businessman,5.675484282965659,Lower Middle Class
Arunachal Pradesh,Anantapur,Uttarakhand,Hindu,OBC,Post Graduate,IT Professional,29.23978307218553,Middle Class
Uttarakhand,Tezpur,Bihar,Hindu,OBC,Higher Secondary,Teacher,12.260618783191466,Middle Class
Goa,Belgaum,West Bengal,Hindu,General,Secondary,Daily Wage Worker,-11.700808405810989,Upper Middle Class
Andhra Pradesh,Kurnool,Himachal Pradesh,Hindu,General,Doctorate,IT Professional,8.29764502252357,Lower Middle Class
Goa,Kottayam,Meghalaya,Hindu,ST,Graduate,IT Professional,10.335228035232538,Lower Middle Class
West Bengal,Muzaffarpur,Gujarat,Hindu,ST,Secondary,Farmer,19.644396969619244,Lower Middle Class
Jharkhand,Jabalpur,Kerala,Hindu,OBC,Primary,Farmer,0.6218738314801504,Upper Middle Class
Sikkim,Ramgarh,Madhya Pradesh,Hindu,General,Doctorate,IT Professional,5.338418295947875,Middle Class
Mizoram,Karaikudi,Tamil Nadu,Christian,OBC,Graduate,Doctor,4.921265466055902,Middle Class
Odisha,Bally,Kerala,Hindu,ST,Secondary,Doctor,-7.9345538919910386,Upper Middle Class
Punjab,Hapur,Bihar,Hindu,OBC,Higher Secondary,Daily Wage Worker,13.978313065349969,Lower Middle Class
West Bengal,Mangalore,Madhya Pradesh,Muslim,OBC,Graduate,Farmer,13.122647616025079,Below Poverty Line
Chhattisgarh,Jaunpur,Karnataka,Sikh,SC,Higher Secondary,Farmer,6.388664397829106,Below Poverty Line
Assam,Bongaigaon,Odisha,Muslim,SC,Post Graduate,Daily Wage Worker,-0.17357258587343782,Lower Middle Class
Goa,Ahmednagar,Assam,Hindu,ST,Graduate,Teacher,-18.568497402037153,Lower Middle Class
Meghalaya,Gopalpur,Uttarakhand,Hindu,OBC,Graduate,Farmer,5.8208691935539445,Lower Middle Class
Andhra Pradesh,Mango,Andhra Pradesh,Hindu,General,Primary,Farmer,5.79491786732893,Upper Middle Class
Nagaland,Dewas,Chhattisgarh,Hindu,OBC,Post Graduate,Businessman,6.616453122196331,Lower Middle Class
Kerala,Kota,Punjab,Hindu,SC,Higher Secondary,Farmer,-6.494114710321973,Lower Middle Class
Arunachal Pradesh,Raurkela Industrial Township,Karnataka,Hindu,OBC,Secondary,Businessman,-0.8082412742277634,Lower Middle Class
Arunachal Pradesh,Bellary,Telangana,Hindu,ST,Secondary,Daily Wage Worker,3.3572102867691656,Lower Middle Class
Haryana,Visakhapatnam,Manipur,Hindu,OBC,Primary,Farmer,9.164619028787317,Below Poverty Line
Gujarat,Bidar,Bihar,Hindu,OBC,Post Graduate,Businessman,0.08017889472224393,Middle Class
Uttar Pradesh,Thoothukudi,Odisha,Hindu,OBC,Secondary,Farmer,2.9763222327008645,Lower Middle Class
Uttar Pradesh,Yamunanagar,Telangana,Hindu,General,Secondary,Daily Wage Worker,42.30071146839726,Middle Class
Manipur,Loni,Meghalaya,Hindu,General,Secondary,IT Professional,-3.9195892070096825,Middle Class
Bihar,Bharatpur,Mizoram,Hindu,OBC,Graduate,Daily Wage Worker,4.056663304647016,Upper Middle Class
Andhra Pradesh,Muzaffarnagar,Jharkhand,Hindu,General,Higher Secondary,Daily Wage Worker,6.309284719539729,Upper Middle Class
Tamil Nadu,Ahmedabad,Arunachal Pradesh,Hindu,SC,Graduate,Daily Wage Worker,13.260411624341913,Middle Class
Uttar Pradesh,Kamarhati,Tripura,Hindu,General,Higher Secondary,Businessman,-5.127953046724681,Lower Middle Class
Telangana,Aizawl,Punjab,Hindu,General,Graduate,Engineer,3.3915638164762303,Lower Middle Class
Mizoram,Ratlam,Tripura,Hindu,OBC,Graduate,Engineer,5.708973956363139,Middle Class
Gujarat,Madhyamgram,Rajasthan,Hindu,OBC,Higher Secondary,Farmer,8.262335708791344,Lower Middle Class
Mizoram,Barasat,West Bengal,Muslim,OBC,Graduate,Daily Wage Worker,11.628320487594635,Lower Middle Class
Karnataka,Nagpur,Arunachal Pradesh,Hindu,OBC,Higher Secondary,Farmer,5.800016057591236,Lower Middle Class
Odisha,Gandhinagar,Rajasthan,Hindu,SC,Doctorate,IT Professional,0.6025622384427916,Upper Middle Class
Manipur,Tiruvottiyur,Uttarakhand,Hindu,ST,Higher Secondary,Farmer,30.755751432104507,Lower Middle Class
Punjab,Raebareli,Himachal Pradesh,Muslim,SC,Secondary,IT Professional,3.3744482742471034,Middle Class
Uttarakhand,Sonipat,Tripura,Hindu,OBC,Higher Secondary,Daily Wage Worker,-0.8126698432440307,Lower Middle Class
Manipur,Bardhaman,Uttar Pradesh,Hindu,General,Graduate,Teacher,3.8055425686952846,Lower Middle Class
Madhya Pradesh,Khora ,Arunachal Pradesh,Hindu,OBC,Post Graduate,Businessman,14.380825436401317,Middle Class
Himachal Pradesh,Anand,Rajasthan,Hindu,OBC,Graduate,Daily Wage Worker,-4.104006573087592,Middle Class
Madhya Pradesh,Giridih,Manipur,Muslim,OBC,Secondary,Farmer,9.051636644106434,Middle Class
West Bengal,Nadiad,Andhra Pradesh,Hindu,ST,Higher Secondary,Businessman,6.104052868219128,Below Poverty Line
Maharashtra,Ramgarh,Manipur,Hindu,OBC,Higher Secondary,Engineer,18.031868357185836,Upper Middle Class
Gujarat,Loni,Nagaland,Hindu,OBC,Higher Secondary,Doctor,8.134583307883652,Lower Middle Class
Uttarakhand,Gaya,Chhattisgarh,Hindu,General,Higher Secondary,Farmer,17.247364314842983,Lower Middle Class
Gujarat,Baranagar,Madhya Pradesh,Hindu,General,Doctorate,Teacher,10.118931444499937,Upper Middle Class
Nagaland,Tiruppur,Kerala,Hindu,OBC,Secondary,Engineer,12.76318357611515,Lower Middle Class
Assam,Khora ,Bihar,Hindu,General,Graduate,Farmer,0.32984487454917755,Lower Middle Class
Assam,Muzaffarnagar,Goa,Buddhist,SC,Secondary,IT Professional,-22.033842253558053,Below Poverty Line
Sikkim,Alwar,Meghalaya,Muslim,ST,Primary,Doctor,2.1418451495343924,Below Poverty Line
Madhya Pradesh,Surendranagar Dudhrej,Telangana,Hindu,General,Post Graduate,Farmer,-6.200940805282437,Below Poverty Line
Madhya Pradesh,Gaya,Kerala,Hindu,General,Higher Secondary,Daily Wage Worker,6.526626361556811,Lower Middle Class
Karnataka,Gwalior,Maharashtra,Sikh,OBC,Primary,Farmer,4.048069360043817,Lower Middle Class
Manipur,Durg,Uttarakhand,Muslim,SC,Higher Secondary,Teacher,7.742056372701972,Upper Middle Class
Goa,Jalandhar,Rajasthan,Muslim,OBC,Secondary,Daily Wage Worker,5.890686916200156,Middle Class
Gujarat,Jhansi,Goa,Muslim,OBC,Doctorate,IT Professional,-14.220334210691206,Upper Middle Class
Uttarakhand,Tiruppur,Jharkhand,Hindu,General,Higher Secondary,Farmer,15.791587681078601,Lower Middle Class
Odisha,Maheshtala,Uttar Pradesh,Muslim,OBC,Primary,Businessman,2.1496043395818507,Lower Middle Class
Karnataka,Uluberia,West Bengal,Hindu,General,Graduate,IT Professional,6.65913097584551,Middle Class
Bihar,Bhiwandi,Mizoram,Hindu,General,Higher Secondary,Businessman,-2.7310423627372575,Lower Middle Class
Haryana,Kalyan-Dombivli,Kerala,Hindu,General,Higher Secondary,IT Professional,20.521999282194912,Below Poverty Line
Tamil Nadu,Jehanabad,Manipur,Hindu,OBC,Higher Secondary,Daily Wage Worker,-14.035406949968866,Middle Class
Uttar Pradesh,Proddatur,Nagaland,Hindu,General,Higher Secondary,Daily Wage Worker,9.935561530638005,Middle Class
Madhya Pradesh,South Dumdum,Goa,Sikh,SC,Primary,IT Professional,6.849211064270421,Lower Middle Class
Telangana,Kolhapur,Kerala,Hindu,General,Graduate,Businessman,-17.133266175430506,Below Poverty Line
Jharkhand,Mumbai,Uttarakhand,Hindu,OBC,Higher Secondary,Daily Wage Worker,5.497777758609921,Middle Class
Himachal Pradesh,Hazaribagh,Rajasthan,Hindu,General,Graduate,Daily Wage Worker,6.734897116134341,Middle Class
Odisha,Maheshtala,Gujarat,Hindu,General,Primary,Daily Wage Worker,20.90235609767309,Rich
Rajasthan,Hindupur,Himachal Pradesh,Hindu,SC,Secondary,Farmer,51.633432826842956,Middle Class
Sikkim,Unnao,Arunachal Pradesh,Hindu,OBC,Secondary,Teacher,-4.0820409354785445,Lower Middle Class
Uttar Pradesh,Jamnagar,Punjab,Muslim,ST,Graduate,Farmer,-10.576555303417736,Lower Middle Class
Haryana,Tirunelveli,Himachal Pradesh,Hindu,OBC,Graduate,Doctor,11.478137035605467,Upper Middle Class
Rajasthan,Rajpur Sonarpur,Uttar Pradesh,Hindu,General,Higher Secondary,Daily Wage Worker,6.2376885728044815,Rich
West Bengal,Suryapet,Himachal Pradesh,Hindu,General,Post Graduate,Businessman,7.686493904990452,Below Poverty Line
Madhya Pradesh,Jaunpur,Chhattisgarh,Hindu,General,Secondary,Daily Wage Worker,13.348088898305345,Upper Middle Class
Telangana,Kochi,Goa,Hindu,OBC,Secondary,Farmer,-3.042211271280702,Middle Class
Uttarakhand,Malegaon,Meghalaya,Hindu,OBC,Graduate,Businessman,7.799913931040278,Middle Class
Assam,Ujjain,Arunachal Pradesh,Hindu,OBC,Post Graduate,Daily Wage Worker,4.029845778326187,Lower Middle Class
Mizoram,Bhind,Goa,Hindu,SC,Graduate,Businessman,3.5430134516564835,Below Poverty Line
Uttar Pradesh,Satara,Tamil Nadu,Christian,OBC,Graduate,Doctor,-11.500849503219971,Upper Middle Class
Bihar,Loni,Nagaland,Hindu,General,Higher Secondary,Businessman,-11.86287793072054,Upper Middle Class
Tripura,Gandhidham,Jharkhand,Muslim,General,Secondary,Businessman,1.6731733978766306,Middle Class
Chhattisgarh,Nashik,Uttarakhand,Hindu,General,Primary,IT Professional,-10.80802521558877,Middle Class
Sikkim,Davanagere,Arunachal Pradesh,Hindu,ST,Secondary,Businessman,2.9648238105418354,Below Poverty Line
Uttar Pradesh,Bardhaman,Telangana,Hindu,OBC,Post Graduate,Businessman,58.45998418732807,Middle Class
Tripura,Jaipur,Mizoram,Hindu,OBC,Graduate,Daily Wage Worker,5.353920215882271,Middle Class
Uttarakhand,Fatehpur,Nagaland,Hindu,OBC,Post Graduate,Daily Wage Worker,12.010297922672866,Rich
Haryana,Guna,Gujarat,Hindu,OBC,Higher Secondary,Teacher,-12.068514303461376,Below Poverty Line
Gujarat,Naihati,Himachal Pradesh,Hindu,OBC,Graduate,Teacher,5.58979008053518,Lower Middle Class
Chhattisgarh,Bikaner,Assam,Hindu,OBC,Primary,Daily Wage Worker,5.63736551309338,Middle Class
Madhya Pradesh,Malegaon,Meghalaya,Hindu,ST,Secondary,Engineer,-14.845428639848954,Middle Class
Odisha,Siwan,Goa,Hindu,ST,Graduate,Doctor,12.072238786216406,Below Poverty Line
Jharkhand,Thrissur,Sikkim,Muslim,SC,Post Graduate,Daily Wage Worker,7.788176254798536,Rich
Madhya Pradesh,Madanapalle,Jharkhand,Hindu,General,Post Graduate,Farmer,35.856698629202626,Middle Class
Mizoram,Bulandshahr,Uttar Pradesh,Hindu,SC,Graduate,Businessman,21.97985546481001,Middle Class
Tripura,Bulandshahr,Nagaland,Buddhist,General,Graduate,Teacher,8.447337429950013,Upper Middle Class
Haryana,Farrukhabad,Karnataka,Hindu,ST,Graduate,Farmer,-11.878957197486915,Upper Middle Class
Jharkhand,Raebareli,Jharkhand,Hindu,SC,Graduate,Daily Wage Worker,0.43066098164079336,Lower Middle Class
Nagaland,Sonipat,Haryana,Hindu,ST,Higher Secondary,Farmer,1.1398729403562342,Upper Middle Class
Odisha,Karawal Nagar,Uttarakhand,Hindu,OBC,Graduate,Businessman,13.292978468705378,Lower Middle Class
Jharkhand,Phusro,Kerala,Hindu,General,Primary,Daily Wage Worker,-6.973948925903112,Middle Class
Andhra Pradesh,Etawah,Chhattisgarh,Hindu,SC,Graduate,Businessman,-16.50492850636907,Upper Middle Class
Andhra Pradesh,Vellore,Nagaland,Hindu,OBC,Primary,Farmer,2.7906569439375826,Rich
Odisha,Davanagere,Punjab,Hindu,SC,Primary,Doctor,28.605422588981718,Below Poverty Line
Chhattisgarh,Bettiah,Haryana,Hindu,OBC,Secondary,Doctor,-42.211334993537626,Middle Class
Maharashtra,Guntur,Andhra Pradesh,Hindu,OBC,Secondary,Businessman,6.5352642907936875,Lower Middle Class
Gujarat,Thane,Tamil Nadu,Hindu,SC,Higher Secondary,Farmer,-0.32200254290880714,Middle Class
Uttarakhand,Ajmer,Uttar Pradesh,Hindu,SC,Primary,Doctor,15.041410535102006,Below Poverty Line
Uttar Pradesh,Amroha,Bihar,Hindu,General,Higher Secondary,Daily Wage Worker,25.51813304713565,Lower Middle Class
Manipur,Vijayanagaram,Himachal Pradesh,Hindu,General,Higher Secondary,Businessman,4.854862128194658,Middle Class
Nagaland,Karaikudi,Jharkhand,Hindu,OBC,Post Graduate,Daily Wage Worker,12.512742246342535,Lower Middle Class
Assam,Jamnagar,Chhattisgarh,Hindu,ST,Post Graduate,Farmer,-7.883332036409284,Middle Class
Uttar Pradesh,Bhiwandi,Assam,Hindu,General,Doctorate,Daily Wage Worker,4.8922581429757965,Rich
Mizoram,Hyderabad,Karnataka,Hindu,OBC,Post Graduate,Farmer,-2.5256374078345587,Below Poverty Line
Goa,Gudivada,Madhya Pradesh,Hindu,ST,Higher Secondary,Farmer,-2.6205495800891967,Upper Middle Class
Bihar,Tinsukia,Jharkhand,Hindu,OBC,Higher Secondary,Businessman,9.190925028765239,Upper Middle Class
Goa,Mahbubnagar,Himachal Pradesh,Hindu,OBC,Graduate,Farmer,-5.738446675928046,Lower Middle Class
Chhattisgarh,Ramgarh,Nagaland,Hindu,General,Higher Secondary,Doctor,-16.301588793117133,Upper Middle Class
Meghalaya,Katni,Odisha,Hindu,OBC,Secondary,Engineer,7.882101186968338,Lower Middle Class
Uttarakhand,Vasai-Virar,Chhattisgarh,Hindu,OBC,Post Graduate,Businessman,12.802727244183428,Upper Middle Class
Bihar,South Dumdum,Maharashtra,Hindu,General,Doctorate,Farmer,5.958470330722757,Below Poverty Line
Nagaland,Nashik,Rajasthan,Hindu,General,Post Graduate,Businessman,8.196896948684214,Lower Middle Class
Punjab,Mumbai,Odisha,Hindu,SC,Primary,Farmer,6.239741617155744,Middle Class
West Bengal,Nandyal,Uttar Pradesh,Muslim,General,Secondary,Businessman,9.524156447855948,Upper Middle Class
Kerala,Arrah,Andhra Pradesh,Hindu,OBC,Higher Secondary,Engineer,15.452886492358497,Middle Class
Uttarakhand,Muzaffarnagar,Uttarakhand,Hindu,General,Secondary,Farmer,21.299393640084705,Lower Middle Class
Punjab,Hyderabad,Assam,Hindu,General,Graduate,Daily Wage Worker,11.139396915529659,Upper Middle Class
Assam,Motihari,Gujarat,Hindu,ST,Secondary,Daily Wage Worker,4.916450050864329,Lower Middle Class
Odisha,Panvel,Tamil Nadu,Hindu,SC,Primary,Businessman,5.240992730048766,Below Poverty Line
Meghalaya,Pimpri-Chinchwad,Kerala,Muslim,General,Secondary,Businessman,21.425167256310083,Below Poverty Line
Haryana,Ambattur,Manipur,Hindu,General,Secondary,Engineer,17.800569351602206,Middle Class
Mizoram,Ramgarh,Assam,Hindu,OBC,Higher Secondary,Teacher,11.034817425507349,Below Poverty Line
Meghalaya,Etawah,Meghalaya,Hindu,SC,Post Graduate,Engineer,20.816400951032108,Upper Middle Class
Madhya Pradesh,Darbhanga,Uttar Pradesh,Hindu,General,Graduate,Daily Wage Worker,-6.001622761827214,Middle Class
Bihar,Raichur,West Bengal,Hindu,OBC,Higher Secondary,IT Professional,3.6725432605095447,Lower Middle Class
Gujarat,Ramgarh,Himachal Pradesh,Hindu,ST,Doctorate,Engineer,17.70345093438266,Middle Class
Punjab,Mango,Rajasthan,Muslim,OBC,Higher Secondary,Farmer,-4.01906499879343,Middle Class
Manipur,Bally,Telangana,Muslim,ST,Secondary,Farmer,2.461339970002212,Upper Middle Class
Rajasthan,Sangli-Miraj & Kupwad,Uttar Pradesh,Hindu,OBC,Secondary,IT Professional,-7.470951314579645,Middle Class
Maharashtra,Ongole,Mizoram,Hindu,SC,Higher Secondary,Farmer,31.658102783278043,Rich
Gujarat,Lucknow,Manipur,Hindu,General,Higher Secondary,IT Professional,3.5915717875197983,Rich
Tamil Nadu,Aligarh,Manipur,Hindu,General,Higher Secondary,Farmer,39.0717889415202,Middle Class
Karnataka,Kolkata,Odisha,Hindu,General,Secondary,Teacher,-3.356019158798519,Middle Class
Karnataka,Sultan Pur Majra,Mizoram,Hindu,General,Graduate,Teacher,-25.99109388582607,Middle Class
Jharkhand,Parbhani,Bihar,Hindu,General,Graduate,IT Professional,-2.9135542672982346,Below Poverty Line
Karnataka,Patiala,Gujarat,Hindu,General,Higher Secondary,Farmer,12.621289268646882,Lower Middle Class
Nagaland,Motihari,Sikkim,Hindu,General,Higher Secondary,IT Professional,-4.256653618816696,Middle Class
West Bengal,Bijapur,Karnataka,Hindu,OBC,Graduate,Daily Wage Worker,10.714497544253518,Lower Middle Class
Punjab,Saharsa,Uttar Pradesh,Muslim,General,Higher Secondary,Farmer,-0.96616913472295,Lower Middle Class
Telangana,Solapur,Rajasthan,Hindu,General,Post Graduate,Farmer,4.372268600059201,Middle Class
Tripura,Haridwar,Nagaland,Hindu,SC,Primary,Farmer,28.33634611735169,Lower Middle Class
West Bengal,Chandrapur,Tripura,Christian,SC,Higher Secondary,Daily Wage Worker,-6.950439482590788,Middle Class
Haryana,Avadi,Assam,Hindu,ST,Secondary,IT Professional,19.163085214576252,Below Poverty Line
Karnataka,Berhampur,Meghalaya,Hindu,General,Post Graduate,Businessman,-8.650311369025149,Upper Middle Class
Bihar,Shahjahanpur,Madhya Pradesh,Hindu,General,Secondary,Farmer,-2.714995081650434,Middle Class
Haryana,Rajpur Sonarpur,Punjab,Hindu,General,Primary,Teacher,-8.108716835065575,Middle Class
Tripura,Gulbarga,Odisha,Hindu,General,Primary,Businessman,2.65683799263111,Lower Middle Class
Odisha,Kharagpur,Madhya Pradesh,Hindu,SC,Higher Secondary,Farmer,6.933041138502974,Below Poverty Line
Tripura,Ujjain,Rajasthan,Hindu,General,Secondary,Teacher,-10.291906186374053,Upper Middle Class
Bihar,Durg,Assam,Hindu,ST,Higher Secondary,Teacher,5.466271373621259,Middle Class
Chhattisgarh,Vasai-Virar,Maharashtra,Hindu,General,Higher Secondary,Businessman,1.2760615601780705,Lower Middle Class
Nagaland,Gopalpur,Karnataka,Hindu,General,Post Graduate,Engineer,-3.1629551062246755,Lower Middle Class
Karnataka,Tinsukia,Maharashtra,Hindu,ST,Graduate,IT Professional,6.817571607464117,Lower Middle Class
Andhra Pradesh,Adoni,Meghalaya,Muslim,SC,Higher Secondary,Businessman,13.837026498859323,Middle Class
Assam,Sirsa,Telangana,Hindu,OBC,Higher Secondary,IT Professional,9.88660073576587,Upper Middle Class
Haryana,Suryapet,Andhra Pradesh,Hindu,SC,Graduate,Businessman,13.638937802705033,Rich
Jharkhand,Mathura,Arunachal Pradesh,Hindu,General,Post Graduate,Businessman,21.358466818056492,Lower Middle Class
Jharkhand,Bhilwara,Meghalaya,Hindu,OBC,Graduate,Teacher,32.954805076051684,Middle Class
Karnataka,Etawah,Assam,Hindu,ST,Primary,Daily Wage Worker,-12.735492425535767,Below Poverty Line
Maharashtra,Bhusawal,Bihar,Hindu,General,Higher Secondary,IT Professional,2.344421894636291,Lower Middle Class
Nagaland,Amritsar,Assam,Muslim,OBC,Post Graduate,Farmer,40.86884751259998,Below Poverty Line
Uttarakhand,Srinagar,Jharkhand,Hindu,General,Higher Secondary,Farmer,-1.5987430095500503,Middle Class
West Bengal,Madhyamgram,Uttarakhand,Hindu,General,Graduate,Daily Wage Worker,9.197695196968585,Middle Class
Maharashtra,Tirunelveli,Karnataka,Hindu,General,Graduate,Farmer,-4.038298567392417,Lower Middle Class
Madhya Pradesh,Fatehpur,Telangana,Hindu,OBC,Higher Secondary,Teacher,5.8061492367222,Lower Middle Class
Andhra Pradesh,Vijayanagaram,Haryana,Hindu,General,Higher Secondary,Teacher,1.4763379236930492,Below Poverty Line
Madhya Pradesh,Karawal Nagar,Odisha,Hindu,General,Post Graduate,Daily Wage Worker,6.0891963168931404,Lower Middle Class
Rajasthan,Madhyamgram,Meghalaya,Hindu,SC,Graduate,Businessman,-4.76141888558773,Middle Class
Jharkhand,Jhansi,West Bengal,Hindu,OBC,Graduate,Farmer,-9.255920033378311,Middle Class
Manipur,Katihar,Kerala,Hindu,General,Graduate,Farmer,8.42755610597157,Upper Middle Class
Telangana,Raurkela Industrial Township,Haryana,Muslim,General,Graduate,Engineer,-2.0212374058110534,Lower Middle Class
Uttarakhand,Tirupati,Himachal Pradesh,Muslim,ST,Higher Secondary,Farmer,6.858988760577633,Lower Middle Class
Punjab,Pali,Mizoram,Muslim,General,Post Graduate,IT Professional,9.721652753688392,Below Poverty Line
Bihar,Jhansi,Bihar,Hindu,ST,Secondary,Businessman,7.467359923642724,Middle Class
Manipur,Bellary,Haryana,Hindu,SC,Higher Secondary,Teacher,6.21302756938138,Middle Class
Nagaland,Hajipur,Jharkhand,Hindu,OBC,Higher Secondary,IT Professional,5.542969027119573,Upper Middle Class
Jharkhand,Kochi,Sikkim,Muslim,General,Higher Secondary,Businessman,2.3383100910257224,Upper Middle Class
Meghalaya,Sangli-Miraj & Kupwad,Uttarakhand,Muslim,OBC,Post Graduate,Daily Wage Worker,-4.982407424814384,Middle Class
Bihar,Kirari Suleman Nagar,Odisha,Hindu,General,Higher Secondary,Farmer,14.797091886212588,Lower Middle Class
Andhra Pradesh,Serampore,Gujarat,Hindu,SC,Primary,Farmer,14.809546807818531,Lower Middle Class
Manipur,Giridih,Nagaland,Hindu,SC,Graduate,Engineer,6.627154860024369,Middle Class
Telangana,Dharmavaram,Manipur,Hindu,OBC,Doctorate,Businessman,12.506004766573277,Below Poverty Line
Tripura,Pali,Uttar Pradesh,Christian,ST,Post Graduate,Businessman,1.9898542140377666,Lower Middle Class
Telangana,Warangal,Andhra Pradesh,Hindu,SC,Graduate,Businessman,-14.000957116551263,Upper Middle Class
Gujarat,Buxar,Assam,Hindu,OBC,Doctorate,Farmer,6.422829704950415,Middle Class
Jharkhand,Rajkot,Tamil Nadu,Hindu,OBC,Secondary,Farmer,-1.3084753318228977,Middle Class
Gujarat,Faridabad,Manipur,Hindu,OBC,Secondary,Engineer,-0.7544762591927765,Middle Class
Rajasthan,Rewa,Punjab,Muslim,General,Primary,Engineer,-5.052624550105056,Lower Middle Class
Uttarakhand,Bharatpur,Meghalaya,Hindu,OBC,Secondary,Teacher,10.479503338032654,Middle Class
Manipur,Ghaziabad,Karnataka,Hindu,OBC,Graduate,Businessman,-0.135776559183709,Middle Class
Uttarakhand,Tumkur,Manipur,Hindu,General,Secondary,IT Professional,-0.2878853740849783,Middle Class
Madhya Pradesh,Firozabad,Rajasthan,Hindu,OBC,Higher Secondary,Farmer,-46.93307290048758,Middle Class
Mizoram,Nagpur,Jharkhand,Hindu,OBC,Post Graduate,Teacher,0.4324734485895445,Lower Middle Class
Kerala,Bhiwani,Nagaland,Hindu,ST,Post Graduate,Teacher,15.65632450908409,Lower Middle Class
Gujarat,Bidar,Mizoram,Hindu,General,Higher Secondary,Farmer,-4.01607845699643,Lower Middle Class
Odisha,Hubli–Dharwad,Chhattisgarh,Muslim,OBC,Post Graduate,Businessman,-6.006680740801432,Below Poverty Line
Jharkhand,Chapra,Meghalaya,Jain,General,Higher Secondary,Farmer,-1.0134766472657697,Rich
Tamil Nadu,Avadi,Haryana,Hindu,General,Graduate,Engineer,16.409879546243054,Lower Middle Class
Assam,Mumbai,Haryana,Sikh,General,Higher Secondary,Businessman,9.831830689070696,Lower Middle Class
Maharashtra,Jammu,Maharashtra,Hindu,General,Higher Secondary,Farmer,20.78034716584957,Lower Middle Class
Arunachal Pradesh,Ahmedabad,Punjab,Muslim,SC,Graduate,Businessman,17.598104689624883,Lower Middle Class
Arunachal Pradesh,Tirunelveli,Andhra Pradesh,Hindu,ST,Graduate,Doctor,1.4550285797970917,Below Poverty Line
Rajasthan,Kumbakonam,Sikkim,Hindu,General,Secondary,Businessman,-19.89377489117607,Rich
Kerala,Bokaro,Haryana,Hindu,OBC,Graduate,Farmer,1.1614803269340563,Below Poverty Line
West Bengal,Tenali,Telangana,Hindu,OBC,Post Graduate,Teacher,10.823138552664378,Rich
Rajasthan,Loni,Punjab,Hindu,General,Primary,Daily Wage Worker,6.254708960664413,Lower Middle Class
Tripura,Phusro,Tripura,Hindu,OBC,Secondary,Doctor,-1.411559071021193,Middle Class
Tripura,Vijayawada,Gujarat,Hindu,General,Primary,Farmer,1.1009563043090438,Lower Middle Class
Uttar Pradesh,Dehradun,Telangana,Hindu,General,Graduate,Businessman,11.845984624686563,Middle Class
Goa,Phusro,Arunachal Pradesh,Hindu,General,Higher Secondary,Engineer,11.711136462608227,Below Poverty Line
Sikkim,Munger,Madhya Pradesh,Hindu,OBC,Higher Secondary,Farmer,33.54578435053382,Middle Class
Assam,Saharanpur,Andhra Pradesh,Hindu,SC,Secondary,Farmer,36.293859131432455,Middle Class
Rajasthan,Aurangabad,Manipur,Hindu,General,Higher Secondary,Farmer,60.63503087062099,Middle Class
Arunachal Pradesh,Ambala,Himachal Pradesh,Hindu,General,Primary,Farmer,-4.864427144883205,Lower Middle Class
Assam,Panvel,Manipur,Hindu,General,Secondary,Businessman,6.295404426464463,Middle Class
Tripura,Dibrugarh,Nagaland,Hindu,General,Secondary,Businessman,10.968502195588727,Below Poverty Line
West Bengal,Aligarh,Uttarakhand,Hindu,OBC,Graduate,Businessman,9.18261180147285,Upper Middle Class
Maharashtra,Rajkot,Jharkhand,Muslim,General,Secondary,Farmer,16.99280350966282,Middle Class
Karnataka,Tiruppur,Uttar Pradesh,Sikh,OBC,Secondary,Daily Wage Worker,5.489371690506848,Below Poverty Line
Telangana,Rajpur Sonarpur,Bihar,Muslim,SC,Higher Secondary,Daily Wage Worker,15.468548803024621,Middle Class
Mizoram,Kharagpur,Arunachal Pradesh,Hindu,OBC,Higher Secondary,Businessman,-16.132076247953833,Below Poverty Line
Haryana,Pimpri-Chinchwad,Karnataka,Muslim,General,Secondary,Teacher,17.578735917020047,Below Poverty Line
West Bengal,Vadodara,Arunachal Pradesh,Hindu,SC,Graduate,IT Professional,3.7506695654591784,Middle Class
